fd_chocolate_milk_corn,巧克力牛奶,巧克力牛奶,Chocolate Milk Cornflakes,,,,,,,
fd_muffin,松饼,鬆餅,Pancake,,,,,,,
fd_strawberry_muffin,草莓松饼,草莓鬆餅,Strawberry Pancake,,,,,,,
fd_banana_muffin,香蕉松饼,香蕉鬆餅,Banana Pancake,,,,,,,
fd_chocolate_muffin,巧克力松饼,巧克力鬆餅,Chocolate Pancake,,,,,,,
fd_baked_oatmeal,烤燕麦,烤燕麥,Baked Oatmeal,,,,,,,
fd_baked_ham,煎火腿片,煎火腿片,Grilled ham,,,,,,,
fd_grilled_chicken,烤鸡胸肉,烤雞胸肉,Grilled chicken breast,,,,,,,
fd_milkshake,奶昔,奶昔,Milkshake,,,,,,,
fd_clam_soup,蛤蜊浓汤,蛤蜊濃湯,Clam chowder,,,,,,,
fd_fried_broccoli,炒西兰花,炒西蘭花,Fried broccoli,,,,,,,
fd_grilled_corn,烤玉米,烤玉米,Grilled corn,,,,,,,
fd_chicken_with_tomato,番茄拌鸡胸肉,番茄拌雞胸肉,Chicken with tomato,,,,,,,
fd_chicken_with_broccoli,鸡肉西兰花沙拉,雞肉西蘭花沙拉,Chicken with broccoli,,,,,,,
fd_chicken_sandwich,鸡肉三文治,雞肉三文治,Chicken sandwich,,,,,,,
fd_cooked_lobster,熟龙虾,熟龍蝦,Cooked lobster,,,,,,,
fd_lobster_with_broccoli,西兰花龙虾,西蘭花龍蝦,Lobster with broccoli,,,,,,,
fd_lobster_with_corn,龙虾玉米,龍蝦玉米,Lobster with corn,,,,,,,
fd_lobster_roll,龙虾卷,龍蝦卷,Lobster roll,,,,,,,
fd_baked_potato,烤土豆,烤土豆,Baked potato,,,,,,,
fd_fried_steak,煎牛排,煎牛排,Fried steak,,,,,,,
fd_steak_with_broccoli,西兰花牛排,西蘭花牛排,Steak with broccoli,,,,,,,
fd_steak_with_tomato,番茄牛排,番茄牛排,Steak with tomato,,,,,,,
fd_steak_sandwich,牛排三文治,牛排三文治,Steak sandwich,,,,,,,
fd_lobster_soup,龙虾浓汤,龍蝦濃湯,Lobster bisque,,,,,,,
ing_egg,鸡蛋,雞蛋,Egg,,,,,,,
ing_sausage,香肠,香腸,Sausage,,,,,,,
ing_lettuce,生菜,生菜,Lettuce,,,,,,,
ing_tomato,西红柿,西紅柿,Tomato,,,,,,,
ing_hotdogbuns,热狗皮,熱狗皮,Hotdogbuns,,,,,,,
ing_meat_pie,肉饼,肉餅,Meat pie,,,,,,,
ing_potato,土豆,土豆,Potato,,,,,,,
ing_burgerbuns,汉堡皮,漢堡皮,Burgerbuns,,,,,,,
ing_ketchup,番茄酱,番茄醬,Ketchup,,,,,,,
ing_milk,牛奶,牛奶,Milk,,,,,,,
ing_smoked_meat,烟熏肉,煙熏肉,Smoked meat,,,,,,,
ing_ham_slices,火腿片,火腿片,Ham slices,,,,,,,
ing_orange,甜橙,甜橙,Orange,,,,,,,
ing_blueberry,蓝莓,藍莓,Blueberry,,,,,,,
ing_strawberry,草莓,草莓,Strawberry,,,,,,,
ing_banana,香蕉,香蕉,Banana,,,,,,,
ing_kiwi,奇异果,奇異果,Kiwi,,,,,,,
ing_cheese,芝士,芝士,Cheese,,,,,,,
ing_flour,面粉,麵粉,Flour,,,,,,,
ing_oatmeal_i,谷物麦片,穀物麥片,Oatmeal,,,,,,,
ing_yeaset,酵母粉,酵母粉,Yeast,,,,,,,
ing_asparagus,芦笋,蘆筍,Asparagus,,,,,,,
ing_sliced_bread,面包片,麵包片,Sliced Bread,,,,,,,
ing_chocolate,巧克力,巧克力,Chocolate,,,,,,,
ing_corn_crepes,玉米饼,玉米餅,Corn crepes,,,,,,,
ing_butter,黄油,黃油,Butter,,,,,,,
ing_onion,洋葱,洋蔥,Onion,,,,,,,
ing_shrimp,虾,蝦,Shrimp,,,,,,,
ing_salmon,烟熏三文鱼,煙熏三文魚,Smoked salmon,,,,,,,
ing_cucumber,黄瓜,黃瓜,Cucumber,,,,,,,
ing_avocado,牛油果,牛油果,Avocado,,,,,,,
ing_pie_crust,派皮,派皮,Pie crust,,,,,,,
ing_raw_potatocake,生薯饼,生薯餅,Raw potato cake,,,,,,,
ing_syrup,糖浆,糖漿,Syrup,,,,,,,
ing_chicken_breast,鸡胸肉,雞胸肉,Chicken breast,,,,,,,
ing_clam,蛤蜊,蛤蜊,Clam,,,,,,,
ing_corn,玉米饼,玉米餅,Corn crepes,,,,,,,
ing_broccoli,西兰花,西蘭花,Broccoli,,,,,,,
ing_long_bread,长面包,長麵包,Long bread,,,,,,,
ing_lobster,龙虾,龍蝦,Lobster,,,,,,,
ing_raw_steak,生牛排,生牛排,Raw steak,,,,,,,
ing_raw_croissants,生牛角包,生牛角包,Raw croissant,,,,,,,
ing_raw_squid,生鱿鱼圈,生魷魚圈,Raw squid,,,,,,,
ing_chocolate_sauce,巧克力酱,巧克力醬,Chocolate sauce,,,,,,,
ing_ice,冰块,冰塊,Ice,,,,,,,
ing_cake_batter,蛋糕糊,蛋糕糊,Cake batter,,,,,,,
ing_raisins,葡萄干,葡萄乾,Raisin,,,,,,,
ing_lemon,柠檬片,檸檬片,Lemon,,,,,,,
ing_raw_cinnamon_rolls,生肉桂卷,生肉桂卷,Raw cinnamon rolls,,,,,,,
ing_donuts,甜甜圈,甜甜圈,Donuts,,,,,,,
ing_jam,果酱,果醬,Jam,,,,,,,
ing_mushroom_slices,蘑菇片,蘑菇片,Mushroom slices,,,,,,,
ing_corn_kernels,玉米粒,玉米粒,Corn kernels,,,,,,,
ing_cherry_tomatoes,圣女果,聖女果,Cherry Tomatoes,,,,,,,
ing_pancakes,煎饼液,煎餅液,Pancakes,,,,,,,
ing_cupcakes,纸杯蛋糕,紙杯蛋糕,Cupcakes,,,,,,,
ing_almond,杏仁,杏仁,Almond,,,,,,,
ing_pecan,山核桃,山核桃,Pecan,,,,,,,
ing_cream,奶油,奶油,Cream,,,,,,,
ing_apple,苹果,蘋果,Apple,,,,,,,
ing_pineapple,菠萝,菠蘿,Pineapple,,,,,,,
ing_jelly_beans,糖豆,糖豆,Jelly beans,,,,,,,
ing_candy_bar,糖果棒,糖果棒,Candy bar,,,,,,,
ing_turkey,火鸡,火雞,Turkey,,,,,,,
ing_cranberry_sauce,红莓酱,紅莓醬,Cranberry sauce,,,,,,,
ing_carrot,胡萝卜,胡蘿蔔,Carrot,,,,,,,
ing_raw_lasagna,千层面,千層麵,Lasagna,,,,,,,
ing_raw_pizza,生披萨,生披薩,Raw pizza,,,,,,,
ing_dumplings,生饺子,生餃子,Raw dumplings,,,,,,,
ing_cooked_shrimp,熟虾肉,熟蝦肉,Cooked shrimp,,,,,,,
ing_grilled_asparagus,烤芦笋,烤蘆筍,Grilled asparagus,,,,,,,
ing_roast_eggplant,烤熟茄子片,烤熟茄子片,Roast eggplant,,,,,,,
ing_raw_tempura,生天妇罗,生天婦羅,Raw tempura,,,,,,,
ing_dough,面团,麵團,Dough,,,,,,,
ing_raw_tofu_ball,生豆腐球,生豆腐球,Raw tofu balls,,,,,,,
ing_red_bean_paste,红豆沙,紅豆沙,Red bean paste,,,,,,,
ing_roast_beef,熟牛肉,熟牛肉,Cooked beef,,,,,,,
ing_shredded_vegetables,蔬菜丝,蔬菜絲,Shredded vegetables,,,,,,,
ing_seaweed,海苔,海苔,Seaweed,,,,,,,
ing_sashimi,生鱼片,生魚片,Sashimi,,,,,,,
ing_prunes,梅干,梅乾,Prunes,,,,,,,
ing_red_pepper,红辣椒,紅辣椒,Red pepper,,,,,,,
ing_have_bread,生面包,生麵包,Have bread,,,,,,,
ing_tripe,牛肚,牛肚,Tripe,,,,,,,
ing_mayonnaise,蛋黄酱,蛋黃醬,Mayonnaise,,,,,,,
ing_seasoning,调料,調料,Seasoning,,,,,,,
cw_k1fryingpan ,煎锅,煎鍋,,,,,,,,
cw_k1cuttingboard ,砧板,砧板,,,,,,,,
cw_k1worktable ,桌布,桌布,,,,,,,,
cw_k1colamachine ,可乐机,可樂機,,,,,,,,
cw_k1fryer ,油炸锅,油炸鍋,,,,,,,,
cw_k2fryingpan1 ,煎锅,煎鍋,,,,,,,,
cw_k2cuttingboard1 ,砧板,擋板,,,,,,,,
cw_k2coffeemachine1 ,咖啡机,咖啡機,,,,,,,,
cw_k2grillpan1 ,烤盘,烤盤,,,,,,,,
cw_k2holdingplate1 ,置物架,置物架,,,,,,,,
cw_k2oven1 ,烤箱,烤箱,,,,,,,,
cw_k2sandwichplate1 ,三文治板,三文治板,,,,,,,,
cw_k2breadmaker1 ,吐司机,吐司機,,,,,,,,
cw_k2eggmachine1 ,蒸蛋机,蒸蛋機,,,,,,,,
cw_k2worktable1 ,桌布,桌布,,,,,,,,
cw_k2benedictboard1 ,班尼迪克蛋板,班尼迪克蛋板,,,,,,,,
cw_k2eggrollmachine1 ,蛋卷机,蛋捲機,,,,,,,,
cw_k2waffle2 ,华夫铁,華夫鐵,,,,,,,,
cw_k2blender2 ,果汁机,果汁機,,,,,,,,
cw_k2fryer2 ,平底铁锅,平底鐵鍋,,,,,,,,
cw_k2oven2 ,烤箱,烤箱,,,,,,,,
cw_k2stockpot2 ,汤锅,湯鍋,,,,,,,,
cw_k2waffleworktable2 ,华夫饼工作台,華夫餅工作台,,,,,,,,
cw_k2chocolatefurnace2 ,巧克力熔炉,巧克力熔爐,,,,,,,,
cw_k2cornflakemachine2 ,玉米片机,玉米片機,,,,,,,,
cw_k2milkworktable2 ,牛奶工作台,牛奶工作台,,,,,,,,
cw_k2muffinmachine2 ,松饼机,鬆餅機,,,,,,,,
cw_k2muffinworktable2 ,松饼工作台,鬆餅工作台,,,,,,,,
cw_k2bakingfurnace3 ,烤炉,烤爐,,,,,,,,
cw_k2milkshakemachine3 ,奶昔机,奶昔機,,,,,,,,
cw_k2oven3 ,烤箱,烤箱,,,,,,,,
cw_k2cuttingboard3 ,砧板,擋板,,,,,,,,
cw_k2squarepan3 ,方形平底锅,方形平底鍋,,,,,,,,
cw_k2worktable3 ,桌布,桌布,,,,,,,,
cw_k2steamer3 ,蒸锅,蒸鍋,,,,,,,,
cw_k2shrimpdish3 ,虾盘,蝦盤,,,,,,,,
cw_k2griddle3 ,扒炉,扒爐,,,,,,,,
cw_k2steakplate3 ,牛排板,牛排板,,,,,,,,
cw_k2stewpan3 ,炖锅,燉鍋,,,,,,,,
boosts_neverBurn,灭火器,滅火器,,,,,,,,
boosts_2ndChance,第二次机会,第二次機會,,,,,,,,
boosts_add3cus,+3位顾客,+3位顧客,,,,,,,,
boosts_add30sec,+30秒,+30秒,,,,,,,,
boosts_exFoodPrice,金币翻倍,金幣翻倍,,,,,,,,
boosts_friend_help,好友帮助,好友幫助,,,,,,,,
boosts_exCookSpeed,稳定火力,穩定火力,,,,,,,,
boosts_addpatient,免费糖果,免費糖果,,,,,,,,
boosts_timeStop,魔力红心,魔力紅心,,,,,,,,
boosts_comboHelper,助连器,助連器,,,,,,,,
desc_neverBurn,本关食物将不会被烧焦,本關食物將不會被燒焦,,,,,,,,
desc_2ndChance,你有机会挽救自己的失误,你有機會挽救自己的失誤,,,,,,,,
desc_add3cus,额外增加三个顾客,額外增加三個顧客,,,,,,,,
desc_add30sec,额外增加30秒,額外增加30秒,,,,,,,,
desc_exFoodPrice,使本关收益翻倍!,使本關收益翻倍!,,,,,,,,
desc_exCookSpeed,大幅缩减厨具的烹饪时间,大幅縮減廚具的烹飪時間,,,,,,,,
desc_timeStop,使场上顾客开心持续一段时间,使場上顧客開心持續一段時間,,,,,,,,
desc_comboHelper,大幅提高连续服务的成功概率,大幅提高連續服務的成功概率,,,,,,,,
guide_neverBurn,使用灭火器能使关卡中的食物不会烧焦,使用滅火器能使關卡中的食物不會燒焦,,,,,,,,
guide_exFoodPrice,使本关收益翻倍,使本關收益翻倍,,,,,,,,
guide_exCookSpeed,使用稳定火力大幅缩减厨具的烹饪时间!,使用穩定火力大幅縮減廚具的烹飪時間!,,,,,,,,
guide_comboHelper,使用助连器能提连续服务的成功率!,使用助連器能提連續服務的成功率!,,,,,,,,
pack_apprentice,学徒礼包,學徒禮包,,,,,,,,
pack_initial,入门厨师礼包,入門廚師禮包,,,,,,,,
pack_intermediate,中级厨师礼包,中級廚師禮包,,,,,,,,
pack_advanced,高级厨师礼包,高級廚師禮包,,,,,,,,
pack_starter,新手礼包,新手禮包,,,,,,,,
pack_christmas,圣诞节礼包,聖誕節禮包,,,,,,,,
rest_food_truck,快餐车,快餐車,Food Truck,,,,,,,
rest_breakfast,早餐厅,早餐廳,Breakfast,,,,,,,
Intro2Orders,"顾客点了两个不同的食物,请仔细看清楚他的订单!","顧客點了兩個不同的食物,請仔細看清楚他的訂單!",,Attention! The customer has ordered 2 different dishes!,,,,,,
